EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,MonthlyIncome,MaritalStatus,JobRole,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,YearsAtCompany,BusinessTravel,WorkLifeBalance
1216,55,No,Research & Development,12,Other,Male,11404,Single,Manufacturing Director,No,3,4,2,17,Travel_Rarely,3
1217,32,No,Research & Development,2,Other,Female,12995,Divorced,Healthcare Representative,No,4,2,2,11,Travel_Rarely,2
1218,34,No,Research & Development,8,Technical Degree,Male,6183,Divorced,Manufacturing Director,No,3,3,1,19,Travel_Frequently,1
1219,34,Yes,Research & Development,3,Medical,Male,4155,Divorced,Healthcare Representative,Yes,3,1,4,4,Travel_Frequently,2
1220,35,Yes,Research & Development,4,Marketing,Female,2924,Married,Manufacturing Director,Yes,4,2,4,0,Travel_Rarely,1
1221,27,Yes,Research & Development,5,Life Sciences,Female,2108,Divorced,Laboratory Technician,No,3,1,2,4,Travel_Frequently,4
1222,48,No,Research & Development,22,Life Sciences,Female,7323,Divorced,Healthcare Representative,No,3,4,4,4,Non-Travel,3
1223,39,No,Research & Development,10,Life Sciences,Female,3949,Divorced,Laboratory Technician,Yes,3,4,2,3,Travel_Rarely,4
1224,38,No,Research & Development,20,Medical,Male,12610,Divorced,Research Scientist,Yes,3,3,1,7,Travel_Rarely,2
1225,38,No,Research & Development,18,Medical,Female,9852,Divorced,Manufacturing Director,Yes,4,3,1,2,Non-Travel,3
1226,52,No,Research & Development,4,Human Resources,Male,6893,Divorced,Manufacturing Director,No,3,3,2,14,Travel_Frequently,4
1227,28,No,Research & Development,29,Technical Degree,Female,6161,Married,Research Scientist,No,3,2,1,17,Travel_Rarely,4
1228,42,No,Research & Development,12,Marketing,Male,8249,Married,Research Scientist,No,3,2,4,4,Travel_Rarely,2
1229,31,No,Research & Development,17,Human Resources,Male,13262,Single,Healthcare Representative,No,4,3,3,18,Non-Travel,1
1230,29,Yes,Research & Development,24,Other,Female,2020,Divorced,Research Director,No,3,2,4,1,Travel_Rarely,1
1231,48,No,Research & Development,23,Technical Degree,Female,13068,Divorced,Manufacturing Director,No,3,2,1,4,Non-Travel,3
1232,46,No,Research & Development,26,Marketing,Female,7740,Divorced,Research Scientist,No,3,2,4,1,Non-Travel,4
1233,46,No,Research & Development,10,Life Sciences,Female,13760,Divorced,Healthcare Representative,No,3,4,3,20,Non-Travel,4
1234,46,No,Research & Development,26,Human Resources,Female,5407,Divorced,Laboratory Technician,No,3,2,2,10,Travel_Rarely,2
1235,28,Yes,Research & Development,1,Human Resources,Female,2578,Divorced,Manufacturing Director,No,4,2,2,3,Travel_Rarely,4
1236,42,No,Research & Development,8,Human Resources,Male,3500,Divorced,Healthcare Representative,No,4,2,3,7,Travel_Frequently,2
1237,44,No,Research & Development,4,Technical Degree,Female,13768,Divorced,Laboratory Technician,No,3,2,4,10,Travel_Rarely,3
1238,27,Yes,Research & Development,19,Human Resources,Male,4418,Married,Healthcare Representative,No,4,3,3,1,Travel_Frequently,4
1239,54,No,Research & Development,11,Medical,Male,3244,Divorced,Laboratory Technician,No,4,3,1,4,Non-Travel,3
1240,52,No,Research & Development,28,Other,Female,9531,Single,Manufacturing Director,No,3,2,2,19,Travel_Frequently,4
1241,28,No,Research & Development,4,Life Sciences,Female,13939,Single,Research Scientist,No,4,3,2,20,Travel_Frequently,1
1242,28,Yes,Research & Development,9,Human Resources,Male,3371,Divorced,Research Director,No,3,1,3,0,Travel_Frequently,1
1243,38,No,Research & Development,21,Other,Female,10424,Married,Research Scientist,No,3,2,1,17,Travel_Rarely,3
1244,36,No,Research & Development,2,Technical Degree,Female,3275,Single,Manufacturing Director,No,4,3,2,15,Non-Travel,4
1245,41,No,Research & Development,27,Other,Female,12769,Divorced,Laboratory Technician,Yes,4,2,4,18,Travel_Rarely,1
1246,46,No,Research & Development,7,Life Sciences,Female,4094,Single,Research Director,No,3,3,4,1,Travel_Frequently,2
1247,27,Yes,Research & Development,3,Technical Degree,Male,3465,Divorced,Manufacturing Director,No,4,1,1,1,Travel_Frequently,2
1248,33,No,Research & Development,27,Technical Degree,Male,4287,Single,Research Scientist,No,4,2,2,13,Travel_Rarely,4
1249,46,No,Research & Development,19,Marketing,Female,9160,Married,Manufacturing Director,Yes,3,2,2,15,Travel_Rarely,3
1250,31,Yes,Research & Development,22,Technical Degree,Male,4090,Single,Manufacturing Director,Yes,4,1,1,3,Travel_Rarely,4
1251,31,No,Research & Development,27,Life Sciences,Male,10589,Single,Laboratory Technician,No,3,3,1,17,Travel_Rarely,4
1252,46,No,Research & Development,18,Medical,Female,5988,Divorced,Research Director,Yes,4,2,4,9,Non-Travel,4
1253,41,No,Research & Development,11,Technical Degree,Female,11836,Single,Laboratory Technician,No,3,2,4,17,Travel_Rarely,1
1254,50,No,Research & Development,23,Technical Degree,Male,11922,Married,Research Director,No,3,3,4,13,Non-Travel,4
1255,40,No,Research & Development,3,Human Resources,Female,5400,Single,Research Director,No,3,2,2,12,Travel_Rarely,2
1256,38,No,Research & Development,4,Human Resources,Female,4412,Married,Laboratory Technician,No,4,4,4,12,Travel_Rarely,2
1257,44,No,Research & Development,2,Technical Degree,Female,4191,Divorced,Laboratory Technician,No,4,2,2,11,Non-Travel,4
1258,45,No,Research & Development,23,Life Sciences,Female,11957,Divorced,Manufacturing Director,No,3,2,4,5,Travel_Rarely,3
1259,37,No,Research & Development,10,Other,Male,7884,Single,Laboratory Technician,No,4,3,4,20,Non-Travel,4
1260,52,No,Research & Development,15,Human Resources,Male,14391,Married,Research Scientist,No,4,2,4,12,Travel_Rarely,2
1261,49,No,Research & Development,24,Human Resources,Male,3429,Single,Laboratory Technician,No,4,3,4,9,Travel_Frequently,4
1262,32,No,Research & Development,17,Medical,Male,12414,Married,Research Director,No,3,4,4,16,Non-Travel,1
1263,45,No,Research & Development,23,Marketing,Male,14166,Single,Manufacturing Director,No,4,3,1,6,Non-Travel,3
1264,40,No,Research & Development,4,Life Sciences,Male,14922,Divorced,Healthcare Representative,No,3,4,3,15,Non-Travel,2
1265,38,No,Research & Development,12,Medical,Female,7396,Single,Manufacturing Director,No,4,4,2,13,Travel_Frequently,2
1266,32,No,Research & Development,6,Marketing,Male,12438,Married,Research Director,No,4,3,1,8,Travel_Rarely,3
1267,52,No,Research & Development,6,Medical,Female,14836,Divorced,Manufacturing Director,No,4,3,2,6,Travel_Frequently,2
1268,47,No,Research & Development,1,Marketing,Female,4674,Married,Manufacturing Director,Yes,4,4,3,4,Non-Travel,4
1269,45,No,Research & Development,10,Life Sciences,Male,3256,Single,Manufacturing Director,No,3,3,1,10,Travel_Frequently,1
1270,47,No,Research & Development,3,Marketing,Male,5700,Single,Healthcare Representative,Yes,4,4,2,11,Non-Travel,4
1271,38,No,Research & Development,12,Other,Male,10433,Single,Manufacturing Director,Yes,3,3,4,7,Travel_Rarely,4
1272,44,No,Research & Development,28,Human Resources,Male,6901,Married,Research Scientist,No,3,3,1,11,Travel_Rarely,3
1273,53,No,Research & Development,17,Other,Male,3576,Divorced,Research Scientist,No,4,2,1,15,Travel_Frequently,2
1274,28,No,Research & Development,29,Technical Degree,Female,8914,Single,Manufacturing Director,Yes,3,4,3,17,Non-Travel,4
1275,38,No,Research & Development,5,Marketing,Female,11297,Single,Research Director,No,4,3,3,18,Travel_Frequently,3
1276,49,No,Research & Development,27,Marketing,Female,11869,Divorced,Manufacturing Director,No,4,4,2,19,Travel_Frequently,2
1277,47,No,Research & Development,2,Life Sciences,Male,4359,Single,Research Scientist,No,3,3,3,11,Travel_Rarely,3
1278,46,No,Research & Development,1,Life Sciences,Female,4191,Single,Laboratory Technician,No,4,2,3,4,Travel_Frequently,4
1279,28,Yes,Research & Development,20,Technical Degree,Female,4275,Divorced,Healthcare Representative,No,4,3,2,0,Travel_Frequently,4
1280,50,No,Research & Development,5,Other,Female,9931,Married,Laboratory Technician,No,3,4,2,15,Non-Travel,3
1281,51,No,Research & Development,26,Other,Male,9042,Divorced,Laboratory Technician,No,3,2,2,17,Travel_Rarely,2
1282,32,No,Research & Development,2,Human Resources,Female,12938,Single,Laboratory Technician,Yes,4,4,1,1,Non-Travel,1
1283,41,No,Research & Development,6,Life Sciences,Female,11020,Divorced,Manufacturing Director,Yes,4,4,4,18,Travel_Frequently,1
1284,33,No,Research & Development,9,Human Resources,Female,8735,Divorced,Laboratory Technician,No,4,3,2,9,Non-Travel,4
1285,46,No,Research & Development,18,Technical Degree,Female,8331,Divorced,Research Scientist,Yes,3,2,1,17,Non-Travel,4
1286,27,Yes,Research & Development,24,Technical Degree,Male,2495,Divorced,Healthcare Representative,No,3,1,2,0,Travel_Rarely,1
1287,33,No,Research & Development,24,Medical,Female,12447,Single,Laboratory Technician,No,4,4,3,7,Non-Travel,1
1288,35,No,Research & Development,26,Other,Female,12021,Single,Research Director,Yes,3,2,3,11,Non-Travel,3
1289,31,No,Research & Development,8,Technical Degree,Male,14874,Married,Healthcare Representative,No,3,4,3,16,Travel_Rarely,3
1290,46,No,Research & Development,19,Life Sciences,Female,13014,Single,Healthcare Representative,No,3,2,4,6,Travel_Frequently,1
1291,38,No,Research & Development,23,Medical,Male,13923,Married,Laboratory Technician,No,4,3,2,17,Travel_Frequently,2
1292,25,Yes,Research & Development,25,Life Sciences,Male,2551,Married,Research Scientist,No,4,2,4,0,Travel_Rarely,4
1293,34,No,Research & Development,7,Life Sciences,Female,13933,Single,Manufacturing Director,No,3,2,3,8,Non-Travel,3
1294,40,No,Research & Development,27,Life Sciences,Female,12382,Married,Research Scientist,No,3,4,2,11,Travel_Rarely,1
1295,27,Yes,Research & Development,7,Life Sciences,Male,2685,Married,Research Director,No,4,3,3,4,Non-Travel,2
1296,28,Yes,Research & Development,4,Life Sciences,Female,4361,Divorced,Research Scientist,Yes,3,2,4,0,Travel_Frequently,1
1297,51,No,Research & Development,2,Other,Female,4893,Single,Laboratory Technician,Yes,3,2,1,15,Travel_Frequently,1
1298,31,Yes,Research & Development,11,Medical,Female,2530,Divorced,Research Scientist,No,4,1,2,0,Travel_Rarely,2
1299,51,No,Research & Development,1,Medical,Female,3606,Divorced,Laboratory Technician,No,3,2,4,14,Travel_Frequently,3
1300,31,No,Research & Development,5,Other,Female,7621,Divorced,Laboratory Technician,Yes,4,2,1,10,Travel_Rarely,3
1301,32,No,Research & Development,13,Marketing,Female,7697,Divorced,Research Director,No,3,2,1,19,Travel_Rarely,2
1302,46,No,Research & Development,15,Life Sciences,Male,8656,Single,Research Director,Yes,3,4,2,19,Travel_Frequently,3
1303,39,No,Research & Development,3,Life Sciences,Male,8351,Married,Research Director,No,3,3,1,10,Travel_Rarely,2
1304,29,No,Research & Development,6,Marketing,Female,5017,Single,Healthcare Representative,No,3,2,4,16,Travel_Rarely,1
1305,55,No,Research & Development,9,Marketing,Male,3366,Married,Research Director,No,3,2,1,5,Travel_Frequently,2
1306,55,No,Research & Development,19,Technical Degree,Female,3530,Married,Manufacturing Director,No,4,2,3,1,Non-Travel,4
1307,37,No,Research & Development,8,Technical Degree,Female,4063,Single,Research Director,No,4,4,4,12,Travel_Frequently,1
1308,29,Yes,Research & Development,2,Human Resources,Male,3778,Single,Healthcare Representative,Yes,3,1,1,4,Travel_Frequently,4
1309,31,No,Research & Development,18,Human Resources,Female,9531,Single,Healthcare Representative,No,3,2,1,16,Travel_Rarely,3
1310,32,No,Research & Development,7,Technical Degree,Male,3499,Single,Research Director,No,3,2,4,11,Non-Travel,4
1311,25,Yes,Research & Development,16,Human Resources,Female,4918,Married,Healthcare Representative,Yes,4,1,2,0,Travel_Frequently,4
1312,50,No,Research & Development,23,Technical Degree,Female,3406,Married,Laboratory Technician,Yes,4,3,3,6,Travel_Frequently,4
1313,26,Yes,Research & Development,29,Marketing,Female,2022,Married,Research Director,Yes,4,3,4,1,Travel_Rarely,2
1314,34,Yes,Research & Development,14,Marketing,Male,4148,Married,Research Scientist,Yes,4,1,1,3,Travel_Frequently,3
1315,48,No,Research & Development,4,Other,Female,3408,Married,Research Director,No,4,2,1,2,Travel_Frequently,1
1316,36,No,Research & Development,11,Human Resources,Female,6865,Single,Research Director,No,3,4,1,3,Non-Travel,3
1317,29,No,Research & Development,17,Technical Degree,Female,13003,Divorced,Manufacturing Director,No,4,2,2,19,Travel_Frequently,1
1318,46,No,Research & Development,13,Life Sciences,Female,14225,Married,Healthcare Representative,Yes,3,3,2,13,Non-Travel,2
1319,29,No,Research & Development,7,Technical Degree,Female,10862,Single,Healthcare Representative,No,4,2,1,8,Travel_Rarely,4
1320,30,No,Research & Development,17,Technical Degree,Male,5705,Single,Manufacturing Director,No,4,4,2,5,Travel_Rarely,1
1321,25,Yes,Research & Development,22,Medical,Male,4706,Married,Laboratory Technician,No,4,1,2,2,Travel_Frequently,1
1322,32,Yes,Research & Development,13,Life Sciences,Male,4993,Divorced,Research Scientist,No,4,3,3,4,Non-Travel,2
1323,31,No,Research & Development,15,Human Resources,Female,8833,Married,Healthcare Representative,No,3,4,2,8,Non-Travel,1
1324,36,No,Research & Development,13,Medical,Male,3767,Single,Research Director,No,3,3,3,16,Non-Travel,4
1325,35,Yes,Research & Development,5,Human Resources,Female,2646,Divorced,Research Scientist,Yes,4,2,4,4,Travel_Rarely,4
1326,29,No,Research & Development,4,Human Resources,Male,3706,Married,Manufacturing Director,No,4,2,4,4,Travel_Frequently,1
1327,45,No,Research & Development,13,Marketing,Male,5900,Divorced,Laboratory Technician,No,4,4,1,18,Non-Travel,4
1328,55,No,Research & Development,13,Human Resources,Female,5977,Married,Healthcare Representative,No,3,2,3,20,Travel_Frequently,4
1329,32,Yes,Research & Development,5,Life Sciences,Female,3279,Married,Research Director,Yes,3,2,3,0,Travel_Frequently,2
1330,41,No,Research & Development,13,Marketing,Male,11890,Divorced,Manufacturing Director,No,3,2,1,17,Non-Travel,4
1331,29,Yes,Research & Development,27,Life Sciences,Female,3964,Divorced,Healthcare Representative,Yes,3,3,1,3,Travel_Rarely,3
1332,26,Yes,Research & Development,4,Other,Male,4968,Married,Research Director,Yes,3,3,2,4,Travel_Rarely,4
1333,28,No,Research & Development,25,Technical Degree,Male,6056,Married,Manufacturing Director,No,3,2,2,9,Travel_Frequently,3
1334,36,No,Research & Development,2,Marketing,Female,11119,Divorced,Manufacturing Director,Yes,3,2,3,20,Travel_Rarely,3
1335,34,Yes,Research & Development,23,Human Resources,Male,3646,Single,Healthcare Representative,No,4,2,1,3,Non-Travel,1
1336,42,No,Research & Development,26,Human Resources,Female,5383,Single,Research Director,Yes,3,2,3,15,Travel_Frequently,2
1337,48,No,Research & Development,13,Other,Male,7342,Divorced,Healthcare Representative,No,4,4,3,18,Non-Travel,4
1338,50,No,Research & Development,20,Life Sciences,Male,8362,Single,Research Scientist,No,3,3,2,11,Non-Travel,1
1339,52,No,Research & Development,3,Life Sciences,Male,8919,Married,Healthcare Representative,No,4,3,1,2,Travel_Frequently,2
1340,45,No,Research & Development,19,Life Sciences,Male,9469,Divorced,Research Director,Yes,4,3,3,8,Travel_Frequently,3
1341,40,No,Research & Development,19,Marketing,Male,3125,Divorced,Healthcare Representative,Yes,4,4,2,19,Travel_Frequently,1
1342,40,No,Research & Development,14,Technical Degree,Female,14180,Married,Healthcare Representative,No,3,4,3,18,Non-Travel,4
1343,28,No,Research & Development,19,Human Resources,Female,8156,Single,Manufacturing Director,No,4,3,3,16,Travel_Frequently,3
1344,34,No,Research & Development,26,Technical Degree,Female,12971,Married,Research Director,Yes,3,2,2,8,Travel_Frequently,4
1345,37,No,Research & Development,1,Medical,Female,4776,Single,Research Scientist,No,4,3,2,20,Non-Travel,2
1346,27,Yes,Research & Development,5,Marketing,Female,2741,Married,Manufacturing Director,No,4,2,1,3,Travel_Frequently,4
1347,26,Yes,Research & Development,21,Human Resources,Female,3150,Divorced,Laboratory Technician,No,4,1,1,0,Non-Travel,1
1348,45,No,Research & Development,7,Human Resources,Female,4775,Single,Research Scientist,No,3,4,2,13,Travel_Frequently,3
1349,53,No,Research & Development,3,Other,Male,7476,Married,Research Scientist,No,3,4,1,14,Travel_Frequently,2
1350,33,Yes,Research & Development,24,Other,Female,2937,Divorced,Manufacturing Director,No,4,2,1,2,Travel_Frequently,4
1351,54,No,Research & Development,18,Life Sciences,Male,9037,Divorced,Laboratory Technician,No,3,4,3,6,Travel_Frequently,3
1352,52,No,Research & Development,15,Marketing,Female,3772,Divorced,Manufacturing Director,Yes,4,3,2,9,Travel_Frequently,2
1353,30,No,Research & Development,24,Other,Female,5292,Divorced,Research Scientist,No,3,2,4,15,Travel_Frequently,4
1354,40,No,Research & Development,28,Life Sciences,Male,6979,Single,Laboratory Technician,No,4,4,2,6,Travel_Frequently,1
1355,39,No,Research & Development,11,Life Sciences,Male,13732,Married,Research Scientist,No,3,2,1,20,Travel_Frequently,4
1356,53,No,Research & Development,29,Marketing,Male,8324,Single,Laboratory Technician,No,4,4,1,5,Travel_Frequently,1
1357,55,No,Research & Development,27,Human Resources,Female,11432,Single,Research Scientist,Yes,4,3,3,15,Travel_Frequently,2
1358,36,No,Research & Development,16,Other,Female,7286,Single,Manufacturing Director,No,3,2,4,18,Travel_Rarely,1
1359,35,Yes,Research & Development,13,Human Resources,Female,2986,Divorced,Manufacturing Director,No,4,1,2,1,Non-Travel,1
1360,38,No,Research & Development,9,Other,Female,12482,Single,Healthcare Representative,No,4,3,2,4,Travel_Frequently,1
1361,55,No,Research & Development,27,Medical,Female,11854,Single,Research Director,No,3,3,4,9,Travel_Rarely,2
1362,35,No,Research & Development,29,Technical Degree,Male,4690,Single,Research Director,Yes,3,2,2,18,Travel_Frequently,1
1363,45,No,Research & Development,29,Medical,Male,5748,Single,Laboratory Technician,Yes,3,2,1,4,Travel_Rarely,1
1364,40,No,Research & Development,4,Other,Female,10110,Married,Healthcare Representative,No,3,2,1,1,Non-Travel,3
1365,40,No,Research & Development,8,Marketing,Female,7731,Divorced,Research Scientist,Yes,3,4,1,8,Non-Travel,4
1366,53,No,Research & Development,2,Other,Female,13510,Single,Research Director,Yes,3,3,2,10,Travel_Frequently,1
1367,52,No,Research & Development,11,Technical Degree,Female,5988,Single,Healthcare Representative,Yes,3,3,1,11,Non-Travel,4
1368,49,No,Research & Development,28,Marketing,Female,9915,Married,Healthcare Representative,No,3,2,1,1,Non-Travel,2
1369,28,No,Research & Development,2,Human Resources,Female,11874,Married,Healthcare Representative,No,3,3,3,20,Non-Travel,2
1370,45,No,Research & Development,20,Medical,Female,7820,Married,Laboratory Technician,No,4,3,1,18,Non-Travel,2
1371,45,No,Research & Development,12,Human Resources,Female,11520,Single,Research Director,No,3,4,3,4,Travel_Frequently,4
1372,42,No,Research & Development,3,Medical,Male,12328,Single,Research Scientist,No,3,3,4,1,Non-Travel,3
1373,48,No,Research & Development,28,Life Sciences,Female,12458,Divorced,Research Director,No,3,2,3,13,Travel_Rarely,2
1374,53,No,Research & Development,23,Technical Degree,Female,8918,Married,Healthcare Representative,No,3,3,2,4,Travel_Frequently,4
1375,47,No,Research & Development,23,Life Sciences,Female,4222,Divorced,Laboratory Technician,Yes,4,4,2,18,Travel_Rarely,4
1376,33,No,Research & Development,26,Technical Degree,Male,12882,Single,Laboratory Technician,No,4,3,3,17,Non-Travel,3
1377,31,No,Research & Development,5,Technical Degree,Female,8678,Divorced,Research Director,No,3,3,2,16,Travel_Rarely,2
1378,39,No,Research & Development,29,Medical,Female,3000,Divorced,Healthcare Representative,No,4,2,4,2,Travel_Rarely,3
1379,42,No,Research & Development,11,Human Resources,Male,6461,Divorced,Laboratory Technician,No,4,3,1,16,Travel_Rarely,1
1380,33,Yes,Research & Development,13,Technical Degree,Male,2748,Single,Research Director,Yes,4,2,1,3,Travel_Frequently,4
1381,30,Yes,Research & Development,6,Life Sciences,Female,4627,Divorced,Research Director,No,4,1,1,0,Travel_Frequently,1
1382,41,No,Research & Development,2,Medical,Male,3714,Single,Research Scientist,No,4,2,1,15,Travel_Rarely,4
1383,49,No,Research & Development,11,Human Resources,Female,3075,Divorced,Research Scientist,No,4,3,2,3,Non-Travel,2
1384,44,No,Research & Development,9,Medical,Female,9769,Divorced,Healthcare Representative,No,4,4,4,7,Travel_Frequently,1
1385,51,No,Research & Development,3,Marketing,Male,13230,Divorced,Research Scientist,No,3,4,1,5,Travel_Frequently,1
1386,29,No,Research & Development,3,Other,Male,8763,Single,Laboratory Technician,No,4,4,3,20,Travel_Frequently,2
1387,53,No,Research & Development,13,Human Resources,Female,10173,Single,Manufacturing Director,No,4,2,4,11,Travel_Rarely,1
1388,42,No,Research & Development,6,Human Resources,Male,12638,Married,Laboratory Technician,No,4,4,2,9,Travel_Frequently,4
1389,53,No,Research & Development,27,Life Sciences,Female,9650,Married,Manufacturing Director,No,4,4,3,2,Travel_Frequently,1
1390,42,No,Research & Development,24,Human Resources,Male,8497,Single,Research Director,No,3,3,1,13,Travel_Rarely,3
1391,38,No,Research & Development,4,Other,Male,3696,Divorced,Research Scientist,No,3,4,1,10,Non-Travel,1
1392,42,No,Research & Development,15,Marketing,Female,9355,Divorced,Research Director,Yes,4,4,1,1,Travel_Rarely,2
1393,28,No,Research & Development,1,Other,Male,14748,Single,Healthcare Representative,No,3,2,2,11,Travel_Frequently,2
1394,38,No,Research & Development,3,Other,Female,8854,Single,Research Director,No,4,2,1,1,Travel_Rarely,3
1395,51,No,Research & Development,11,Other,Female,8685,Divorced,Laboratory Technician,No,3,4,4,19,Travel_Frequently,3
1396,32,Yes,Research & Development,19,Other,Female,3814,Divorced,Research Scientist,No,4,1,1,3,Travel_Rarely,2
1397,54,No,Research & Development,1,Marketing,Male,3788,Divorced,Research Scientist,Yes,3,3,1,10,Non-Travel,1
1398,32,No,Research & Development,18,Life Sciences,Female,6514,Single,Research Scientist,No,4,4,1,20,Non-Travel,2
1399,38,No,Research & Development,19,Marketing,Male,13102,Divorced,Research Director,No,4,4,2,12,Travel_Frequently,1
1400,30,No,Research & Development,13,Other,Male,3971,Single,Research Scientist,No,4,3,1,19,Non-Travel,1
1401,50,No,Research & Development,5,Other,Female,10823,Divorced,Healthcare Representative,No,3,4,2,8,Travel_Frequently,3
1402,50,No,Research & Development,11,Medical,Female,6686,Married,Manufacturing Director,Yes,3,3,2,16,Travel_Frequently,2
1403,54,No,Research & Development,10,Technical Degree,Male,4194,Single,Research Scientist,No,3,3,4,11,Travel_Frequently,3
1404,29,No,Research & Development,28,Marketing,Male,13837,Married,Laboratory Technician,No,3,4,1,5,Travel_Rarely,1
1405,29,No,Research & Development,25,Life Sciences,Male,3652,Divorced,Research Director,No,4,3,3,2,Travel_Frequently,2
1406,26,Yes,Research & Development,15,Other,Female,3572,Married,Research Scientist,Yes,4,1,4,1,Travel_Rarely,3
1407,55,No,Research & Development,2,Medical,Female,4437,Married,Laboratory Technician,Yes,3,4,2,19,Travel_Frequently,4
1408,33,No,Human Resources,15,Life Sciences,Male,14374,Married,Human Resources,Yes,4,3,1,12,Non-Travel,2
1409,32,Yes,Human Resources,14,Medical,Male,2372,Single,Human Resources,No,3,1,1,1,Non-Travel,2
1410,33,Yes,Human Resources,25,Technical Degree,Male,4139,Single,Human Resources,No,3,2,4,0,Non-Travel,2
1411,38,No,Human Resources,6,Other,Female,14965,Married,Human Resources,No,3,3,4,19,Non-Travel,1
1412,52,No,Human Resources,20,Human Resources,Male,6872,Married,Manager,No,3,4,4,20,Travel_Rarely,2
1413,36,No,Human Resources,25,Medical,Male,8095,Divorced,Manager,No,4,4,2,4,Non-Travel,1
1414,33,Yes,Human Resources,3,Life Sciences,Male,4519,Married,Human Resources,Yes,4,1,3,1,Travel_Frequently,4
1415,48,No,Human Resources,12,Life Sciences,Male,14979,Married,Human Resources,Yes,3,4,1,17,Non-Travel,2
1416,51,No,Human Resources,5,Medical,Male,5090,Single,Human Resources,Yes,4,2,4,2,Travel_Frequently,3
1417,32,No,Human Resources,29,Technical Degree,Male,6992,Married,Human Resources,No,3,2,4,2,Travel_Rarely,3
1418,28,No,Human Resources,13,Technical Degree,Female,8643,Married,Human Resources,No,3,4,2,8,Travel_Frequently,2
1419,49,No,Human Resources,13,Technical Degree,Male,13678,Married,Human Resources,Yes,3,4,2,3,Travel_Frequently,2
1420,25,Yes,Human Resources,5,Technical Degree,Female,3015,Single,Manager,No,3,3,2,4,Travel_Rarely,1
1421,28,No,Human Resources,8,Life Sciences,Female,9011,Married,Human Resources,No,4,3,2,14,Travel_Frequently,1
1422,53,No,Human Resources,2,Marketing,Female,8931,Divorced,Manager,No,4,3,4,19,Travel_Frequently,4
1423,49,No,Human Resources,10,Marketing,Female,12906,Single,Manager,No,4,4,2,8,Non-Travel,4
1424,27,Yes,Human Resources,22,Medical,Female,2551,Married,Manager,Yes,3,1,3,0,Travel_Rarely,3
1425,32,No,Human Resources,20,Human Resources,Female,14127,Divorced,Human Resources,No,3,4,4,2,Non-Travel,2
1426,51,No,Human Resources,7,Marketing,Female,14652,Single,Manager,Yes,4,4,2,19,Non-Travel,2
1427,37,No,Human Resources,9,Medical,Male,6058,Single,Manager,No,3,4,1,2,Travel_Frequently,2
1428,30,Yes,Human Resources,22,Other,Female,3661,Divorced,Manager,Yes,4,3,4,2,Travel_Frequently,3
1429,40,No,Human Resources,12,Medical,Female,14825,Married,Manager,No,4,4,3,11,Travel_Rarely,4
1430,51,No,Human Resources,12,Marketing,Male,4041,Married,Manager,No,3,3,1,5,Travel_Rarely,3
1431,47,No,Human Resources,19,Marketing,Male,11323,Married,Manager,Yes,4,3,4,6,Travel_Frequently,3
1432,33,No,Human Resources,4,Other,Female,6924,Divorced,Human Resources,Yes,4,3,2,5,Travel_Rarely,4
1433,29,Yes,Human Resources,10,Technical Degree,Male,4734,Single,Human Resources,No,4,3,3,4,Travel_Rarely,2
1434,29,No,Human Resources,1,Other,Male,12282,Single,Manager,No,3,4,4,15,Travel_Rarely,3
1435,32,No,Human Resources,7,Marketing,Female,4300,Single,Human Resources,No,4,4,3,15,Travel_Rarely,2
1436,44,No,Human Resources,21,Technical Degree,Male,7255,Single,Manager,No,3,4,1,16,Travel_Rarely,4
1437,51,No,Human Resources,11,Technical Degree,Female,6646,Divorced,Human Resources,No,4,3,2,15,Travel_Rarely,2
1438,31,No,Human Resources,1,Human Resources,Female,4014,Single,Manager,No,4,2,3,12,Travel_Rarely,1
1439,27,Yes,Human Resources,4,Other,Female,4795,Single,Manager,Yes,4,1,1,0,Travel_Frequently,3
1440,46,No,Human Resources,4,Life Sciences,Male,6565,Single,Human Resources,No,3,4,4,3,Travel_Frequently,3
1441,32,No,Human Resources,21,Human Resources,Male,5883,Divorced,Manager,No,4,2,2,20,Non-Travel,3
1442,30,Yes,Human Resources,20,Medical,Female,4700,Divorced,Manager,No,3,1,2,1,Travel_Frequently,1
1443,55,No,Human Resources,14,Medical,Male,14324,Married,Manager,No,3,2,3,12,Travel_Rarely,1
1444,30,No,Human Resources,26,Human Resources,Female,12031,Married,Human Resources,No,3,2,2,17,Travel_Rarely,2
1445,31,No,Human Resources,18,Human Resources,Male,11050,Divorced,Human Resources,Yes,3,3,1,4,Travel_Frequently,4
1446,54,No,Human Resources,15,Medical,Female,14590,Married,Manager,No,4,4,2,9,Travel_Frequently,2
1447,34,No,Human Resources,9,Human Resources,Male,5320,Married,Human Resources,No,3,4,3,17,Travel_Rarely,2
1448,49,No,Human Resources,11,Medical,Female,5926,Divorced,Human Resources,No,3,3,3,13,Travel_Rarely,1
1449,35,No,Human Resources,22,Marketing,Male,7008,Married,Manager,Yes,4,4,3,4,Non-Travel,1
1450,28,No,Human Resources,29,Medical,Female,13960,Single,Manager,No,3,4,2,10,Travel_Rarely,4
1451,35,Yes,Human Resources,13,Other,Female,4083,Married,Human Resources,No,3,3,3,3,Travel_Frequently,3
